device.id,highestPrice,purchaseCount,first_purchase_time,last_purchase_time,observation_period_end
0629088ACED8B279357F96DFB90F0C9B6191B645,544,8,1405301429685,1405301450279,1412120576524
062E6D5EDC8D4A248C625B1A1836C7E1C87C58E1,544,8,1405569584993,1405569768004,1412120576524
062F51FD011EE84C72B3885BF5A55CE65EF0469F,400,1,1405540433542,1405540433542,1412120576524
062FA3BCFF49AD2D4AA3C7D1BDFC7B6947DA8B9B,488,7,1406623298264,1406635058691,1412120576524
0638EC8C9A61217259F7EBDD37439ED9D08C7E50,544,4,1405440973474,1405440973474,1412120576524
063A85ACE66CBD212B03D9189400F4A00A73883D,5000,69,1405311134633,1405395230995,1412120576524
06581E2E91FFDFA5B0AC87A38163851528F1BF9E,760,28,1405912432238,1405912605128,1412120576524
065E2FD69A535DC13838D7C4CC539C9F9B9F813A,760,9,1405547119716,1405548260428,1412120576524
065EFF2F5BE141C5F5E952519E9518C92904222C,5000,1,1405527225685,1405527225685,1412120576524
0660E6916CA6F16E918AED43149225FB872E994B,400,2,1405332544941,1405332865568,1412120576524
066248D2435F71708E2201C454095302DC94A550,2000,23,1405477060803,1407478422952,1412120576524
0663765E9955B2828D95D61697E7F1F87608AB2A,5000,16,1406674937437,1406777039947,1412120576524
0666604090D9ABA26CF60391201225C2177DF3F2,2000,50,1405450278672,1405802024386,1412120576524
0666D0EA6BBA99CC231294E6DEF3A59F350F94CA,5000,5,1406223030864,1406527842192,1412120576524
066F418D62FCF0004AEFEADE2A7C196AE73E5A95,5000,23,1405572838934,1407481580728,1412120576524
06718CF705B3B6800F243046906A03865656C48D,5000,4,1405103892095,1405104230749,1412120576524
0674E27519FE854ACC034DDB3DDE80C879AE8FB6,400,2,1405370893607,1405370893607,1412120576524
06768A4512160E7D1A5235D21633823C3DE3D463,15000,46,1405388865781,1405624954048,1412120576524
068FDDF503508D4DC73E31FC5E8DEB2A6AAF0485,2000,34,1405050681797,1405136091663,1412120576524
069329D2F7A42283F4B461B4E1976CF201A92F39,2000,23,1405368586780,1405529982947,1412120576524
069D82539F2A0548378AD1AF6D79EE71D9116760,5000,32,1404968930237,1405019226884,1412120576524
06A190B3F485EA33819B40DD0604A650AB7A60C0,440,4,1405661128591,1405661500395,1412120576524
06A482A9AEEF7AEE892F9D4F148CBC941BEC583B,680,6,1406736999336,1406737007650,1412120576524
06A8B9A6600515BC788930E9D1E067A0FD36DC2A,15000,93,1405044630327,1405833146438,1412120576524
06BBDF1E8CA6E5ECF74D792F10A60DB5BFE1A11D,400,1,1406010417918,1406010417918,1412120576524
06BEC9092D587C0656D92EE29EC04C0A12CEE3EE,400,1,1405454075919,1405454075919,1412120576524
06C49578377A32630DE8B015945F3860F99A1A60,680,20,1404874338439,1404874980229,1412120576524
06C5717DE573E21431D6DD2934EBD0D43D0FCA86,544,23,1405902683088,1409975119290,1412120576524
06C923CFF70810B9989CB9E06EFE3DDD42E30648,2000,6,1405570861374,1405591933841,1412120576524
06CACE4A9EA4F62524314C666DC3FC5AD331E697,544,16,1406174278335,1406174680021,1412120576524
06CBAA214541A7AB2293F813CD017C028A1BCA9A,2000,46,1404878288697,1404892958751,1412120576524
06D28AC5E0AF183CB76ADD9E25A8A821166343E9,5000,7,1406083884292,1406593593828,1412120576524
06D9994402E95CF77F2A779565950DD39FB5F863,2000,35,1405102137354,1405221310137,1412120576524
06DBFDBD3C1050D87201614F1CD1094CA81EA3B2,400,1,1404912335902,1404912335902,1412120576524
06DCEE3396468E17EB723CF1E775D1AFD411E099,760,37,1405392799320,1405393045557,1412120576524
06E97059592B86F8E47AF17D893274526D25E55E,5000,29,1405919280143,1405981247029,1412120576524
06EA28113DFCBC3C2A4B77277D84FB853300FABC,544,15,1405991098629,1406040191647,1412120576524
06ED66D13376C9E67DF9B49AE02972C13E6B5E5A,2000,23,1405061121997,1408224901741,1412120576524
06FBC6EB0BCB86C895C8255C45F5C1BE8B6E1839,400,2,1404818909398,1404818935814,1412120576524
0701553403365A4A31FFF51A990DEC83CA769E73,400,3,1405525485351,1405690058493,1412120576524
07078BAD2F2679F975C2F68205C4FA070E848032,15000,56,1405157838339,1406801984011,1412120576524
07102D561B8D242164EDBC0B21F49EE6236BE69A,608,11,1405863866529,1405864031664,1412120576524
0712F439C68AAE9935C8D4A126668EE8CEC01277,5000,13,1404876685167,1404951517799,1412120576524
072B01DEFCC30A012FD44E08814E482FC63E4131,488,8,1405063158915,1405063205066,1412120576524
073A7BBA1738489BB87899BC8B30C35B8FCB2100,760,20,1404388092055,1408857513257,1412120576524
